"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_1334","","hypothetical protein","0","86","95","422","0.0","83.07086614173228","0.0","1.9736015830331808e-07","0.0008768711833416422","2.346623993471972e-06","1","0","1","1.0","1.0"
"speG","speG","Spermidine N(1)-acetyltransferase","0","86","95","422","0.0","83.07086614173228","0.0","1.9736015830331808e-07","0.0008768711833416422","2.346623993471972e-06","1","0","1","1.0","1.0"
"xylB_2~~~adhD",";xylB_2;adhD","S-(hydroxymethyl)mycothiol dehydrogenase;Aryl-alcohol dehydrogenase;Putative alcohol dehydrogenase D","0","86","95","422","0.0","83.07086614173228","0.0","1.9736015830331808e-07","0.0008768711833416422","2.346623993471972e-06","1","0","1","1.0","1.0"
"group_147","","hypothetical protein","0","86","95","422","0.0","83.07086614173228","0.0","1.9736015830331808e-07","0.0008768711833416422","2.346623993471972e-06","1","0","1","1.0","1.0"
"cntA_2",";cntA_2","hypothetical protein;Metal-staphylopine-binding protein CntA","0","86","95","422","0.0","83.07086614173228","0.0","1.9736015830331808e-07","0.0008768711833416422","2.346623993471972e-06","1","0","1","1.0","1.0"
"group_2055","","putative lipoprotein","0","85","95","423","0.0","83.26771653543307","0.0","1.9753260714798955e-07","0.0008776373735585176","2.346623993471972e-06","3","0","3","0.25","0.25"
"group_661","","hypothetical protein","0","85","95","423","0.0","83.26771653543307","0.0","1.9753260714798955e-07","0.0008776373735585176","2.346623993471972e-06","2","0","2","0.5","0.5"
"group_1947","","hypothetical protein","17","233","78","275","17.894736842105264","54.13385826771654","0.25723561131286454","2.04201664665392e-07","0.0009072679961083366","2.387547358179833e-06","19","7","14","0.063568115234375","0.359283447265625"
"group_1359","","hypothetical protein","17","233","78","275","17.894736842105264","54.13385826771654","0.25723561131286454","2.04201664665392e-07","0.0009072679961083366","2.387547358179833e-06","19","7","14","0.063568115234375","0.359283447265625"
"group_1213","","hypothetical protein","17","233","78","275","17.894736842105264","54.13385826771654","0.25723561131286454","2.04201664665392e-07","0.0009072679961083366","2.387547358179833e-06","19","7","14","0.063568115234375","0.359283447265625"
"group_259","","hypothetical protein","17","233","78","275","17.894736842105264","54.13385826771654","0.25723561131286454","2.04201664665392e-07","0.0009072679961083366","2.387547358179833e-06","19","7","14","0.063568115234375","0.359283447265625"
"gloC~~~gloB_2~~~gloB","gloC;gloB_2;gloB","Hydroxyacylglutathione hydrolase GloC;Hydroxyacylglutathione hydrolase","17","233","78","275","17.894736842105264","54.13385826771654","0.25723561131286454","2.04201664665392e-07","0.0009072679961083366","2.387547358179833e-06","19","7","14","0.063568115234375","0.359283447265625"
"group_8","","hypothetical protein","17","233","78","275","17.894736842105264","54.13385826771654","0.25723561131286454","2.04201664665392e-07","0.0009072679961083366","2.387547358179833e-06","19","7","14","0.063568115234375","0.359283447265625"
